2244,2143,2142,2146,2169,2214,2172,2185,2222,2236,2246,2266,2278,2297,2228,2268,2305,2336,2371,2413,2503,2549,2602,2663,2727,2791,2871,2959,3041
0,2156,2167,2197,2215,2188,2191,2205,2241,2254,2263,2280,2291,2309,2269,2312,2347,2375,2408,2450,2539,2582,2635,2684,2750,2811,2889,2975,3053
0,2204,2183,2172,2178,2191,2195,2211,2247,2258,2271,2291,2303,2322,2322,2367,2401,2438,2470,2514,2614,2655,2703,2759,2828,2890,2971,3062,3147
2269,2090,2094,2100,2107,2122,2127,2143,2183,2196,2212,2234,2248,2271,2320,2358,2394,2431,2464,2516,2605,2654,2705,2761,2831,2895,2976,3067,3153
2412,2072,2078,2084,2093,2107,2113,2130,2167,2182,2199,2221,2236,2258,2348,2386,2422,2458,2497,2534,2631,2680,2729,2784,2855,2917,2995,3085,3170
2419,2058,2066,2074,2082,2096,2103,2120,2158,2173,2191,2213,2230,2252,2381,2419,2456,2499,2523,2566,2663,2713,2762,2817,2885,2945,3026,3116,3198
2419,2040,2050,2058,2066,2082,2087,2103,2142,2158,2177,2201,2217,2240,2419,2454,2496,2525,2554,2596,2690,2741,2790,2844,2912,2973,3049,3138,3219
2377,2035,2048,2056,2064,2080,2086,2102,2141,2158,2177,2200,2216,2241,2474,2508,2540,2576,2606,2646,2741,2789,2836,2889,2956,3015,3091,3177,3257
1200,2013,2040,2047,2055,2069,2074,2091,2127,2143,2161,2183,2198,2221,2595,2637,2662,2696,2724,2763,2858,2901,2945,2995,3060,3116,3192,3272,2500
special_raw_delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1000,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,450,800
1000,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,450
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
1500,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
9999,1500,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
9999,1500,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
1500,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
1000,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,450
1500,800,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,450,800
